User ID,Height (cm),Weight (kg),Chest (cm),Waist (cm),Hip (cm),Age,Gender,Product ID,Category,Size Purchased,Fit Feedback,Return/Exchange Date,Reason for Return,Size Exchanged,Final Outcome,Cluster ID,Cluster Description,Brand ID,Generated Size Chart,Confidence Scores
9398,173,57,81,94,106,41,Female,178,Tops,M,1,2023-07-15,Incorrect Size,S,Kept,C04,Athletic Build,B03,"S: 0.92, M: 0.87",Low
9399,163,52,95,73,106,35,Male,157,Dresses,XL,0,2023-07-20,Incorrect Size,M,Returned,C03,Petite,B03,"S: 0.92, M: 0.87",High
9400,152,67,93,88,113,20,Male,195,Bottoms,L,1,2023-07-20,Defective,N/A,Returned,C03,Tall and Athletic,B01,"L: 0.93, XL: 0.86",Medium
9401,183,84,96,85,87,43,Male,133,Bottoms,M,0,2023-07-20,Incorrect Size,M,Kept,C03,Tall and Athletic,B01,"S: 0.92, M: 0.87",High
9402,182,66,107,94,97,44,Female,144,Dresses,S,0,2023-07-20,Incorrect Size,S,Returned,C04,Tall and Athletic,B02,"M: 0.95, L: 0.80",Medium
9403,173,85,85,75,104,42,Male,153,Bottoms,XL,0,N/A,Changed Mind,S,Kept,C01,Average Build,B04,"M: 0.95, L: 0.80",High
9404,158,77,82,94,103,48,Male,180,Tops,L,1,2023-07-25,Defective,M,Returned,C01,Athletic Build,B02,"M: 0.95, L: 0.80",Medium
9405,162,64,96,68,99,32,Male,120,Dresses,XL,0,2023-07-25,Incorrect Size,L,Kept,C04,Athletic Build,B04,"XS: 0.90, S: 0.85",Low
9406,151,68,92,88,103,44,Female,163,Dresses,M,1,2023-08-01,Defective,S,Returned,C02,Athletic Build,B01,"S: 0.92, M: 0.87",Medium
9407,156,71,85,89,110,37,Female,151,Tops,XL,1,2023-07-15,Incorrect Size,S,Returned,C02,Average Build,B01,"M: 0.95, L: 0.80",Medium
9408,170,55,107,71,112,46,Female,114,Bottoms,S,0,2023-07-25,Changed Mind,L,Returned,C03,Tall and Athletic,B03,"M: 0.95, L: 0.80",Medium
9409,168,56,87,84,104,20,Male,135,Dresses,S,1,N/A,Defective,N/A,Returned,C03,Athletic Build,B02,"S: 0.92, M: 0.87",Low
9410,174,58,104,87,113,26,Female,145,Tops,XS,0,2023-07-20,Incorrect Size,XL,Returned,C03,Average Build,B02,"XS: 0.90, S: 0.85",Medium
9411,171,69,108,86,88,23,Male,133,Tops,L,1,2023-07-20,N/A,XL,Kept,C01,Average Build,B03,"L: 0.93, XL: 0.86",Medium
9412,160,86,85,91,90,29,Male,161,Dresses,M,0,2023-07-20,Changed Mind,XL,Kept,C02,Petite,B02,"L: 0.93, XL: 0.86",Medium
9413,182,60,107,92,113,27,Female,193,Tops,XL,0,2023-07-25,N/A,XL,Returned,C02,Average Build,B02,"M: 0.95, L: 0.80",High
9414,181,51,95,67,99,22,Male,172,Dresses,S,0,2023-07-25,Defective,N/A,Kept,C01,Tall and Athletic,B02,"XS: 0.90, S: 0.85",High
9415,170,71,85,74,88,42,Female,153,Bottoms,XS,1,2023-07-30,Changed Mind,L,Returned,C04,Average Build,B03,"XS: 0.90, S: 0.85",Low
9416,188,85,96,67,90,26,Male,198,Dresses,M,0,2023-07-30,Changed Mind,S,Kept,C03,Average Build,B01,"S: 0.92, M: 0.87",Medium
9417,169,54,100,65,86,46,Male,178,Dresses,S,0,2023-07-25,Incorrect Size,N/A,Kept,C04,Petite,B02,"L: 0.93, XL: 0.86",Medium
9418,157,56,82,78,88,45,Female,178,Tops,M,0,2023-08-01,Defective,XL,Kept,C04,Average Build,B02,"S: 0.92, M: 0.87",High
9419,186,55,102,77,102,44,Male,150,Tops,S,0,2023-08-01,N/A,M,Kept,C03,Average Build,B02,"XS: 0.90, S: 0.85",Medium
9420,158,71,91,69,99,35,Female,115,Bottoms,M,1,2023-08-01,N/A,XL,Kept,C04,Tall and Athletic,B03,"XS: 0.90, S: 0.85",Low
9421,174,59,104,72,96,46,Female,142,Dresses,S,1,2023-07-20,N/A,N/A,Kept,C04,Athletic Build,B02,"L: 0.93, XL: 0.86",Low
9422,174,89,108,76,92,39,Male,120,Bottoms,XL,1,2023-07-25,Changed Mind,N/A,Kept,C03,Average Build,B02,"S: 0.92, M: 0.87",Medium
9423,182,69,106,70,96,49,Male,192,Tops,L,1,N/A,N/A,S,Returned,C04,Athletic Build,B04,"M: 0.95, L: 0.80",Medium
9424,151,77,85,88,93,29,Male,168,Bottoms,S,0,2023-07-30,Changed Mind,M,Kept,C02,Petite,B03,"XS: 0.90, S: 0.85",Low
9425,168,72,100,87,91,32,Male,107,Dresses,M,0,2023-07-20,N/A,XL,Kept,C02,Petite,B03,"L: 0.93, XL: 0.86",High
9426,169,84,86,66,106,49,Male,166,Dresses,S,1,2023-07-30,Incorrect Size,M,Kept,C04,Petite,B02,"S: 0.92, M: 0.87",Low
9427,178,50,90,88,92,20,Male,173,Dresses,XS,0,2023-08-01,Defective,L,Kept,C04,Athletic Build,B01,"M: 0.95, L: 0.80",Medium
9428,155,78,88,68,104,26,Male,123,Tops,XL,1,2023-07-15,Defective,L,Kept,C03,Athletic Build,B03,"XS: 0.90, S: 0.85",Medium
9429,166,58,95,91,94,29,Male,136,Tops,XS,0,2023-07-15,Incorrect Size,S,Returned,C04,Tall and Athletic,B01,"L: 0.93, XL: 0.86",Low
9430,174,58,84,69,95,31,Male,112,Dresses,M,0,2023-07-15,Incorrect Size,M,Returned,C04,Athletic Build,B04,"S: 0.92, M: 0.87",Medium
9431,187,71,94,75,86,33,Male,123,Tops,S,1,2023-08-01,Changed Mind,N/A,Returned,C01,Average Build,B01,"S: 0.92, M: 0.87",Medium
9432,153,51,100,77,114,41,Male,195,Bottoms,S,0,2023-08-01,Defective,XL,Returned,C03,Average Build,B02,"M: 0.95, L: 0.80",Medium
9433,179,65,105,72,88,30,Female,111,Bottoms,XS,0,2023-07-25,N/A,N/A,Kept,C04,Athletic Build,B01,"M: 0.95, L: 0.80",Low
9434,169,89,83,85,105,36,Male,101,Dresses,L,0,2023-07-30,Incorrect Size,L,Returned,C01,Average Build,B01,"L: 0.93, XL: 0.86",Low
9435,152,55,84,69,109,28,Male,177,Tops,XL,1,N/A,Incorrect Size,M,Kept,C02,Petite,B02,"M: 0.95, L: 0.80",High
9436,172,62,86,70,105,45,Male,139,Dresses,S,0,2023-07-30,Changed Mind,S,Returned,C02,Petite,B03,"S: 0.92, M: 0.87",High
9437,167,82,82,79,109,27,Female,193,Bottoms,S,0,2023-08-01,Changed Mind,M,Returned,C02,Petite,B04,"M: 0.95, L: 0.80",Low
9438,175,68,83,87,93,29,Male,170,Bottoms,M,1,2023-08-01,Defective,L,Returned,C02,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Medium
9439,185,64,104,89,92,23,Female,131,Tops,XS,0,2023-07-20,N/A,N/A,Kept,C03,Athletic Build,B01,"XS: 0.90, S: 0.85",Medium
9440,157,82,94,80,89,24,Female,109,Bottoms,M,0,2023-07-25,Incorrect Size,M,Kept,C02,Athletic Build,B03,"L: 0.93, XL: 0.86",Medium
9441,166,59,107,94,98,43,Male,156,Tops,XL,0,2023-07-30,Incorrect Size,M,Returned,C04,Petite,B04,"L: 0.93, XL: 0.86",Medium
9442,180,50,81,75,112,37,Male,118,Tops,S,1,2023-07-25,Changed Mind,XL,Returned,C01,Petite,B02,"M: 0.95, L: 0.80",Low
9443,186,61,103,71,86,25,Male,159,Bottoms,XS,1,2023-07-25,N/A,S,Kept,C04,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Low
9444,182,78,104,70,105,29,Female,167,Bottoms,XS,0,N/A,Incorrect Size,S,Returned,C03,Tall and Athletic,B01,"XS: 0.90, S: 0.85",High
9445,176,66,84,76,111,37,Female,196,Dresses,XS,1,2023-07-20,Defective,XL,Kept,C03,Athletic Build,B04,"M: 0.95, L: 0.80",High
9446,153,53,86,90,101,47,Female,103,Tops,XL,1,N/A,Changed Mind,XL,Returned,C03,Athletic Build,B02,"XS: 0.90, S: 0.85",High
9447,171,78,101,68,92,30,Male,130,Dresses,L,0,2023-08-01,Changed Mind,L,Returned,C03,Athletic Build,B04,"M: 0.95, L: 0.80",Medium
9448,175,56,96,78,86,43,Male,164,Tops,L,1,N/A,Defective,N/A,Returned,C01,Athletic Build,B02,"XS: 0.90, S: 0.85",Medium
9449,181,62,87,75,107,24,Female,170,Bottoms,L,1,2023-07-25,Changed Mind,XL,Returned,C02,Tall and Athletic,B04,"M: 0.95, L: 0.80",Medium
9450,173,54,88,90,99,47,Female,191,Tops,M,0,2023-07-25,Changed Mind,L,Kept,C01,Average Build,B02,"L: 0.93, XL: 0.86",Medium
9451,184,55,89,76,111,45,Female,102,Dresses,M,1,N/A,N/A,N/A,Returned,C04,Petite,B02,"L: 0.93, XL: 0.86",High
9452,186,83,90,66,86,22,Female,120,Tops,XL,1,2023-08-01,Defective,M,Returned,C03,Average Build,B04,"M: 0.95, L: 0.80",High
9453,181,56,80,75,112,37,Male,181,Bottoms,XS,1,2023-07-15,Incorrect Size,XL,Kept,C01,Petite,B01,"XS: 0.90, S: 0.85",Low
9454,156,77,94,77,95,23,Male,197,Dresses,L,0,2023-07-15,Changed Mind,S,Returned,C04,Tall and Athletic,B04,"M: 0.95, L: 0.80",Low
9455,182,59,87,75,98,27,Female,181,Tops,S,0,N/A,Defective,S,Kept,C01,Average Build,B02,"L: 0.93, XL: 0.86",High
9456,180,53,98,73,114,36,Male,129,Tops,L,0,2023-07-25,N/A,M,Returned,C03,Petite,B04,"S: 0.92, M: 0.87",High
9457,161,52,91,90,105,29,Female,109,Tops,XL,0,2023-07-25,Defective,M,Kept,C01,Athletic Build,B04,"M: 0.95, L: 0.80",Medium
9458,160,74,85,91,94,38,Female,104,Tops,L,1,2023-07-20,Incorrect Size,M,Returned,C03,Tall and Athletic,B03,"S: 0.92, M: 0.87",High
9459,173,72,89,85,91,48,Male,140,Tops,S,1,2023-07-25,Incorrect Size,L,Kept,C02,Athletic Build,B04,"M: 0.95, L: 0.80",Medium
9460,157,76,103,80,106,20,Male,155,Bottoms,S,1,2023-08-01,Changed Mind,M,Kept,C02,Petite,B02,"S: 0.92, M: 0.87",Low
9461,181,63,84,69,98,21,Male,113,Bottoms,S,0,2023-07-30,Defective,L,Kept,C03,Tall and Athletic,B01,"M: 0.95, L: 0.80",Low
9462,187,87,103,91,97,45,Female,106,Dresses,XL,1,2023-08-01,Changed Mind,XL,Kept,C01,Tall and Athletic,B01,"M: 0.95, L: 0.80",Low
9463,171,81,86,76,105,30,Female,173,Tops,L,1,2023-07-30,N/A,XL,Kept,C04,Petite,B03,"M: 0.95, L: 0.80",High
9464,183,72,86,67,106,34,Male,126,Bottoms,XL,0,2023-07-25,N/A,L,Returned,C01,Average Build,B02,"S: 0.92, M: 0.87",High
9465,168,89,102,93,86,42,Male,141,Bottoms,S,1,N/A,Changed Mind,N/A,Returned,C04,Tall and Athletic,B04,"M: 0.95, L: 0.80",Low
9466,169,86,104,80,94,20,Male,142,Tops,L,0,2023-08-01,Defective,N/A,Returned,C03,Petite,B04,"L: 0.93, XL: 0.86",Low
9467,163,52,101,83,85,28,Female,178,Dresses,M,0,2023-08-01,N/A,XL,Kept,C04,Tall and Athletic,B01,"S: 0.92, M: 0.87",Low
9468,182,84,101,81,85,27,Female,161,Tops,XL,0,2023-07-30,Incorrect Size,XL,Kept,C03,Tall and Athletic,B04,"L: 0.93, XL: 0.86",Low
9469,159,62,106,92,108,20,Male,162,Dresses,M,1,2023-07-25,Changed Mind,N/A,Returned,C04,Average Build,B02,"L: 0.93, XL: 0.86",Low
9470,165,83,88,75,87,29,Male,198,Dresses,M,0,2023-07-25,N/A,N/A,Returned,C03,Average Build,B03,"L: 0.93, XL: 0.86",Low
9471,153,73,94,85,95,36,Female,168,Bottoms,XS,1,2023-07-30,Defective,L,Kept,C04,Tall and Athletic,B04,"L: 0.93, XL: 0.86",Medium
9472,176,50,85,83,103,37,Male,121,Dresses,S,1,2023-07-25,Incorrect Size,N/A,Kept,C04,Petite,B04,"XS: 0.90, S: 0.85",High
9473,177,61,95,91,93,35,Female,131,Bottoms,M,1,N/A,Changed Mind,S,Kept,C04,Petite,B02,"M: 0.95, L: 0.80",Medium
9474,165,57,86,82,97,21,Male,143,Bottoms,XL,1,2023-08-01,Incorrect Size,N/A,Kept,C02,Average Build,B01,"XS: 0.90, S: 0.85",Medium
9475,182,68,94,91,106,41,Female,121,Tops,S,0,2023-07-15,Changed Mind,N/A,Kept,C03,Athletic Build,B04,"XS: 0.90, S: 0.85",High
9476,168,58,102,73,88,36,Female,129,Tops,S,0,2023-08-01,Changed Mind,S,Kept,C01,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Medium
9477,170,77,81,77,104,23,Male,155,Dresses,XL,0,2023-07-30,Defective,M,Kept,C03,Petite,B02,"M: 0.95, L: 0.80",Low
9478,171,63,108,94,107,26,Male,158,Tops,L,1,2023-07-30,N/A,S,Returned,C04,Petite,B01,"L: 0.93, XL: 0.86",Medium
9479,158,76,107,90,90,48,Female,124,Tops,XL,0,2023-07-25,N/A,XL,Returned,C03,Athletic Build,B03,"XS: 0.90, S: 0.85",Low
9480,158,67,87,70,86,48,Male,145,Dresses,L,1,N/A,Changed Mind,XL,Returned,C01,Petite,B03,"M: 0.95, L: 0.80",High
9481,158,55,91,67,93,47,Male,180,Tops,S,1,2023-07-30,Incorrect Size,XL,Returned,C01,Athletic Build,B04,"M: 0.95, L: 0.80",High
9482,176,82,90,87,102,28,Male,109,Bottoms,XL,1,2023-07-25,Incorrect Size,M,Kept,C04,Petite,B03,"L: 0.93, XL: 0.86",Low
9483,166,86,85,76,108,45,Female,185,Tops,M,1,2023-07-25,Defective,M,Kept,C01,Athletic Build,B03,"S: 0.92, M: 0.87",Medium
9484,157,74,99,73,88,22,Female,166,Tops,XL,0,2023-08-01,N/A,XL,Kept,C04,Petite,B02,"M: 0.95, L: 0.80",Low
9485,165,62,106,73,110,39,Female,102,Tops,M,0,2023-08-01,Incorrect Size,N/A,Returned,C03,Tall and Athletic,B04,"M: 0.95, L: 0.80",Medium
9486,167,72,92,79,85,40,Male,137,Bottoms,M,1,2023-07-25,N/A,L,Returned,C02,Tall and Athletic,B01,"L: 0.93, XL: 0.86",High
9487,182,85,102,65,85,24,Female,137,Dresses,S,0,2023-07-20,Defective,L,Kept,C03,Tall and Athletic,B01,"S: 0.92, M: 0.87",Low
9488,150,82,95,82,109,37,Male,169,Bottoms,L,0,2023-07-20,Changed Mind,M,Returned,C02,Petite,B01,"L: 0.93, XL: 0.86",Medium
9489,161,70,87,79,104,48,Male,146,Dresses,L,0,N/A,Incorrect Size,M,Kept,C04,Athletic Build,B03,"L: 0.93, XL: 0.86",Medium
9490,155,83,96,72,101,40,Female,106,Bottoms,M,0,2023-07-15,Defective,L,Kept,C01,Tall and Athletic,B01,"S: 0.92, M: 0.87",Low
9491,154,85,105,75,103,45,Female,148,Tops,L,1,2023-07-20,N/A,N/A,Returned,C03,Average Build,B04,"S: 0.92, M: 0.87",Medium
9492,165,66,108,81,87,36,Female,108,Bottoms,XL,1,N/A,N/A,N/A,Returned,C01,Tall and Athletic,B01,"L: 0.93, XL: 0.86",Medium
9493,167,59,92,91,107,26,Male,132,Dresses,M,0,2023-07-25,Changed Mind,M,Kept,C01,Petite,B04,"M: 0.95, L: 0.80",Medium
9494,167,72,83,92,106,33,Male,177,Tops,M,1,2023-07-25,Changed Mind,N/A,Returned,C03,Tall and Athletic,B04,"S: 0.92, M: 0.87",Low
9495,150,51,99,91,108,34,Female,167,Dresses,XS,0,2023-07-15,Incorrect Size,L,Kept,C01,Athletic Build,B01,"L: 0.93, XL: 0.86",Medium
9496,168,84,89,78,107,40,Male,173,Tops,XL,0,2023-07-30,Incorrect Size,M,Kept,C03,Athletic Build,B04,"L: 0.93, XL: 0.86",Medium
9497,157,63,104,83,101,41,Female,168,Tops,L,1,2023-07-20,Defective,S,Returned,C01,Athletic Build,B03,"XS: 0.90, S: 0.85",Low
9498,152,51,108,91,87,33,Female,128,Bottoms,L,1,2023-07-20,Incorrect Size,M,Returned,C04,Average Build,B03,"S: 0.92, M: 0.87",High
9499,174,68,101,87,109,28,Female,140,Dresses,XS,0,2023-07-25,Changed Mind,XL,Kept,C04,Average Build,B01,"XS: 0.90, S: 0.85",Medium
9500,154,65,99,88,88,35,Male,116,Bottoms,XL,0,N/A,N/A,N/A,Returned,C03,Petite,B01,"XS: 0.90, S: 0.85",Low
9501,189,74,95,69,111,38,Female,157,Dresses,S,0,2023-08-01,Changed Mind,N/A,Returned,C03,Tall and Athletic,B03,"L: 0.93, XL: 0.86",High
9502,168,50,108,94,112,20,Female,175,Bottoms,S,1,2023-07-15,Incorrect Size,L,Returned,C04,Athletic Build,B04,"M: 0.95, L: 0.80",Low
9503,167,51,96,66,111,27,Female,155,Tops,XL,1,2023-07-15,N/A,M,Kept,C03,Average Build,B04,"M: 0.95, L: 0.80",High
9504,180,76,87,79,113,37,Female,183,Dresses,L,1,2023-07-30,Changed Mind,L,Kept,C01,Petite,B01,"M: 0.95, L: 0.80",Low
9505,182,51,90,83,97,21,Male,186,Dresses,S,1,2023-07-30,Incorrect Size,M,Kept,C03,Average Build,B03,"S: 0.92, M: 0.87",Low
9506,167,79,104,89,114,45,Male,139,Bottoms,S,0,2023-08-01,Changed Mind,M,Returned,C01,Athletic Build,B01,"S: 0.92, M: 0.87",Medium
9507,188,59,84,80,114,48,Male,176,Dresses,L,0,N/A,Changed Mind,S,Kept,C04,Athletic Build,B02,"XS: 0.90, S: 0.85",Low
9508,165,68,100,77,114,23,Male,155,Bottoms,XL,1,N/A,Changed Mind,N/A,Returned,C04,Athletic Build,B04,"S: 0.92, M: 0.87",High
9509,165,65,105,91,99,40,Male,130,Bottoms,XS,1,2023-07-15,Changed Mind,XL,Returned,C01,Petite,B02,"S: 0.92, M: 0.87",Low
9510,187,62,95,93,96,20,Male,142,Dresses,XL,0,2023-07-25,Changed Mind,XL,Kept,C01,Athletic Build,B03,"XS: 0.90, S: 0.85",Low
9511,156,57,103,90,87,46,Male,105,Bottoms,XS,0,N/A,Changed Mind,N/A,Kept,C03,Average Build,B04,"S: 0.92, M: 0.87",Medium
9512,163,80,87,71,105,38,Female,145,Dresses,XL,1,2023-08-01,Changed Mind,L,Returned,C03,Athletic Build,B04,"XS: 0.90, S: 0.85",Low
9513,174,74,100,93,92,30,Female,164,Tops,S,0,N/A,Changed Mind,XL,Returned,C01,Petite,B03,"XS: 0.90, S: 0.85",High
9514,181,88,95,81,85,43,Male,132,Bottoms,M,0,2023-07-30,Defective,S,Kept,C03,Athletic Build,B02,"L: 0.93, XL: 0.86",Low
9515,187,70,83,83,102,25,Female,198,Tops,M,0,2023-07-30,Changed Mind,S,Kept,C01,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Low
9516,171,87,85,89,97,38,Male,112,Bottoms,L,0,2023-08-01,Changed Mind,S,Kept,C01,Tall and Athletic,B01,"XS: 0.90, S: 0.85",Low
9517,165,78,105,71,91,33,Male,166,Dresses,XL,0,2023-07-30,Defective,XL,Returned,C04,Petite,B02,"L: 0.93, XL: 0.86",High
9518,178,55,100,76,97,47,Female,152,Bottoms,XL,0,2023-07-25,N/A,S,Kept,C01,Average Build,B04,"M: 0.95, L: 0.80",Medium
9519,165,67,87,77,101,42,Female,171,Bottoms,L,0,2023-07-15,Defective,S,Returned,C02,Average Build,B02,"M: 0.95, L: 0.80",Medium
9520,161,84,88,93,97,46,Female,132,Dresses,L,0,2023-07-25,Incorrect Size,L,Returned,C01,Tall and Athletic,B01,"M: 0.95, L: 0.80",Medium
9521,166,76,92,77,113,41,Female,135,Tops,XS,0,2023-07-30,N/A,N/A,Kept,C03,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Low
9522,186,54,96,78,97,40,Male,106,Dresses,XS,1,2023-07-20,Incorrect Size,XL,Kept,C01,Petite,B03,"M: 0.95, L: 0.80",Medium
9523,176,56,88,79,114,43,Female,122,Tops,M,1,2023-07-20,N/A,N/A,Kept,C02,Athletic Build,B01,"XS: 0.90, S: 0.85",Medium
9524,174,59,92,66,114,43,Male,189,Tops,S,0,2023-07-15,Changed Mind,S,Returned,C02,Average Build,B02,"S: 0.92, M: 0.87",Medium
9525,162,59,88,70,95,38,Male,147,Bottoms,XL,1,2023-07-30,N/A,L,Returned,C02,Petite,B04,"L: 0.93, XL: 0.86",Low
9526,157,77,85,73,98,43,Female,113,Bottoms,M,0,2023-08-01,Changed Mind,N/A,Returned,C01,Tall and Athletic,B03,"M: 0.95, L: 0.80",Low
9527,154,85,106,79,105,45,Female,123,Tops,M,0,2023-07-30,N/A,M,Kept,C03,Petite,B04,"XS: 0.90, S: 0.85",High
9528,161,59,89,84,94,44,Female,144,Dresses,S,0,2023-07-25,Changed Mind,XL,Returned,C04,Petite,B04,"L: 0.93, XL: 0.86",Low
9529,152,84,84,80,92,32,Male,109,Tops,M,0,2023-07-15,Defective,S,Returned,C02,Petite,B03,"S: 0.92, M: 0.87",High
9530,184,84,86,90,90,31,Male,159,Bottoms,M,1,2023-07-25,Defective,S,Returned,C01,Average Build,B04,"M: 0.95, L: 0.80",High
9531,182,86,90,66,103,48,Female,130,Dresses,S,0,2023-08-01,Defective,M,Returned,C04,Petite,B02,"M: 0.95, L: 0.80",Medium
9532,171,69,103,67,107,29,Female,184,Dresses,M,0,2023-07-30,N/A,S,Kept,C03,Petite,B03,"XS: 0.90, S: 0.85",Medium
9533,158,62,88,87,103,38,Male,144,Bottoms,XL,1,2023-08-01,Changed Mind,N/A,Returned,C04,Athletic Build,B03,"M: 0.95, L: 0.80",Medium
9534,167,60,104,84,96,30,Female,149,Dresses,L,1,N/A,Changed Mind,S,Kept,C01,Tall and Athletic,B01,"S: 0.92, M: 0.87",High
9535,178,68,89,87,105,43,Female,116,Dresses,S,0,2023-07-20,Changed Mind,N/A,Kept,C02,Average Build,B02,"M: 0.95, L: 0.80",Low
9536,188,77,90,85,91,43,Female,186,Tops,L,1,2023-07-30,Defective,N/A,Kept,C03,Athletic Build,B04,"M: 0.95, L: 0.80",Medium
9537,176,87,82,94,102,31,Female,174,Tops,XL,0,N/A,Defective,XL,Kept,C03,Athletic Build,B04,"L: 0.93, XL: 0.86",Low
9538,185,53,108,72,110,26,Female,184,Bottoms,M,1,2023-07-20,N/A,XL,Returned,C03,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Low
9539,166,86,87,72,104,27,Female,153,Tops,M,0,N/A,Defective,XL,Kept,C02,Athletic Build,B03,"S: 0.92, M: 0.87",Medium
9540,183,68,96,85,102,36,Female,102,Dresses,M,0,2023-07-15,N/A,XL,Returned,C03,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Medium
9541,152,86,86,71,107,22,Male,167,Bottoms,L,0,N/A,Defective,M,Returned,C03,Athletic Build,B01,"S: 0.92, M: 0.87",Low
9542,154,63,91,75,87,25,Female,142,Bottoms,XS,0,2023-08-01,N/A,M,Returned,C03,Average Build,B02,"S: 0.92, M: 0.87",Low
9543,163,80,95,86,93,31,Female,164,Bottoms,L,0,N/A,N/A,L,Kept,C01,Tall and Athletic,B01,"XS: 0.90, S: 0.85",Medium
9544,152,77,94,77,111,34,Male,108,Dresses,XS,0,2023-07-15,N/A,N/A,Returned,C03,Tall and Athletic,B01,"XS: 0.90, S: 0.85",High
9545,172,85,100,72,90,42,Male,173,Tops,L,0,N/A,Defective,L,Kept,C01,Tall and Athletic,B04,"L: 0.93, XL: 0.86",Medium
9546,188,87,108,73,85,26,Female,192,Dresses,XL,1,2023-07-20,N/A,M,Returned,C03,Athletic Build,B02,"S: 0.92, M: 0.87",Low
9547,179,68,92,80,94,46,Male,121,Dresses,L,1,N/A,N/A,L,Kept,C04,Athletic Build,B02,"XS: 0.90, S: 0.85",Low
9548,172,50,97,69,92,25,Female,197,Tops,L,1,2023-08-01,Incorrect Size,N/A,Returned,C03,Tall and Athletic,B02,"XS: 0.90, S: 0.85",High
9549,176,72,97,87,113,48,Male,160,Tops,S,0,2023-08-01,Incorrect Size,XL,Kept,C01,Average Build,B04,"L: 0.93, XL: 0.86",Medium
9550,159,77,103,78,107,31,Male,134,Dresses,M,1,N/A,N/A,S,Returned,C03,Average Build,B03,"M: 0.95, L: 0.80",Low
9551,174,53,84,65,101,47,Male,104,Tops,M,1,2023-07-15,N/A,M,Kept,C01,Petite,B01,"XS: 0.90, S: 0.85",Medium
9552,162,67,93,91,87,31,Female,189,Dresses,M,0,2023-07-20,Defective,N/A,Returned,C02,Tall and Athletic,B04,"M: 0.95, L: 0.80",Low
9553,165,88,107,88,87,46,Male,162,Tops,XS,0,2023-07-15,Changed Mind,S,Returned,C01,Petite,B04,"L: 0.93, XL: 0.86",Medium
9554,183,74,90,83,114,23,Female,196,Dresses,XL,1,N/A,Defective,M,Returned,C02,Athletic Build,B03,"M: 0.95, L: 0.80",High
9555,186,67,82,81,87,40,Female,176,Tops,XS,1,2023-07-15,N/A,N/A,Kept,C03,Petite,B04,"L: 0.93, XL: 0.86",Low
9556,171,55,96,86,91,28,Male,102,Bottoms,S,1,2023-08-01,Defective,M,Kept,C01,Tall and Athletic,B04,"L: 0.93, XL: 0.86",High
9557,166,68,106,78,106,36,Male,150,Tops,S,1,2023-07-15,Defective,N/A,Returned,C02,Average Build,B03,"M: 0.95, L: 0.80",High
9558,172,61,102,77,95,21,Female,176,Dresses,L,1,N/A,N/A,M,Returned,C04,Petite,B04,"M: 0.95, L: 0.80",Medium
9559,185,74,106,72,112,24,Female,126,Tops,S,0,N/A,Defective,M,Returned,C01,Athletic Build,B02,"S: 0.92, M: 0.87",High
9560,158,84,91,91,102,40,Female,185,Tops,S,1,2023-08-01,Changed Mind,XL,Returned,C01,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Medium
9561,151,50,82,67,89,47,Male,137,Dresses,XL,1,2023-08-01,Incorrect Size,N/A,Returned,C01,Petite,B04,"XS: 0.90, S: 0.85",High
9562,181,54,102,65,106,42,Female,155,Tops,S,1,2023-08-01,Changed Mind,L,Kept,C04,Athletic Build,B04,"L: 0.93, XL: 0.86",Low
9563,171,50,107,83,112,43,Male,118,Bottoms,L,0,2023-07-30,Defective,S,Returned,C02,Petite,B04,"L: 0.93, XL: 0.86",High
9564,162,57,81,79,86,29,Female,124,Bottoms,M,0,N/A,Defective,M,Returned,C02,Petite,B02,"L: 0.93, XL: 0.86",Medium
9565,157,88,83,85,98,25,Male,130,Bottoms,XS,1,N/A,Changed Mind,XL,Kept,C02,Average Build,B01,"L: 0.93, XL: 0.86",High
9566,150,67,97,91,85,25,Female,117,Bottoms,XS,0,2023-07-30,N/A,L,Kept,C03,Petite,B02,"S: 0.92, M: 0.87",Medium
9567,166,58,99,72,88,40,Female,180,Tops,XS,1,2023-07-20,Defective,M,Returned,C01,Tall and Athletic,B03,"XS: 0.90, S: 0.85",Low
9568,161,54,100,73,98,24,Male,142,Bottoms,L,0,2023-07-30,Changed Mind,N/A,Returned,C03,Average Build,B01,"XS: 0.90, S: 0.85",High
9569,153,53,93,77,99,48,Male,181,Tops,XL,0,2023-07-15,Incorrect Size,S,Kept,C02,Tall and Athletic,B04,"XS: 0.90, S: 0.85",High
9570,162,78,87,76,112,46,Male,112,Bottoms,L,0,2023-07-30,N/A,L,Kept,C03,Tall and Athletic,B03,"M: 0.95, L: 0.80",Medium
9571,180,50,81,73,104,27,Male,127,Bottoms,XS,0,2023-08-01,Incorrect Size,S,Kept,C02,Tall and Athletic,B02,"M: 0.95, L: 0.80",High
9572,156,79,105,84,104,40,Male,155,Dresses,L,1,2023-07-30,Defective,M,Kept,C03,Petite,B03,"M: 0.95, L: 0.80",Medium
